Country;Region;Subregion;Producer;Producer_Full;Producer_Notes;Title;Classification;Color;Grapes;Wine_Notes;Year;Alcohol;Maturity;Description;Pic_Name;Size;Price;Currency;Tax;Store;Store_Co;Store_Ci;Date
Spain;Catalonia;Catalonia;Castillo Perelada;Castillo Perelada;"Wine has been made at the Castillo Perelada since the Middle Ages, as shown in several documents and parchments from the period to be found in the library. When Miguel Mateu bought this ensemble of monuments in 1923, one of his primary objectives was to revitalize the wine producing tradition, a tradition that is more alive than ever these days and which has incorporated the most modern technology to create wines that make full use of the nuances of the soils and vines of the Empordà.Since its foundation, Perelada has been recognised for its commitment to quality through the great international popularity of its wines. In the 1960s, the success in the United Kingdom of what at the time was called ""Champagne Rosado de Castillo Perelada"" made the sparkling wine producers of the Champagne region in France appeal to the courts to obtain exclusive rights over the use of the name. They won, so the other regions had to look for alternative denominations. In the case of Spain, this gave rise to the Cava D.O. In any event, far from harming Castillo Perelada, the dispute benefited the bodega as free publicity.Over the decades the wines of Perelada have had the honour of being chosen for official banquets of unquestionable historical significance, such as the coronation of King Juan Carlos I, the wedding of the Prince and Princess of Asturias or for visits from United States presidents Dwight Eisenhower, Richard Nixon and Gerald Ford.Naturally, Perelada's interests centered since the early years on the Empordà D.O. It is within this wine-growing region that the bodega has been regularly acquiring new vineyards and selectively planting different grape varieties, always on the basis of research carried out by an expert team of oenologists.Over the years, Perelada wines have been the deserving winners of many awards in national and international contests. The three gold and two bronze medals achieved in the 5th Sélection Mondiale des Vins, Alcool et Liqueurs of Paris in 1967 marked one of the key moments in the bodega's history. Yet it has been in recent years that the Castillo Perelada wines have positioned themselves among the most highly commended in Spain thanks to the medals won in contests such as the Concurso Internacional de Vinos Bacchus, La Nariz de Oro, Vinalies Internationales, Challenge International du Vin, Concours Mondial de Bruxelles, International Wine & Spirit Competition, Decanter World Wine Awards and Mundus Vini.";Rose Pescador NV;;pink;;;0000;;;;Castillo Perelada Rose Pescador NV.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Getaria Txakoli;Getaria Txakoli;Ameztoi;Ameztoi;Just five minutes down the coast from San Sebastian, Ameztoi's Basque Country vineyards overlook the Atlantic Ocean. With 20 hectares of vines in the best location, the Ameztoi family has been making some of the best txakolina in Getaria for seven generations.;Txakolina Rubentis Rose;;pink;;;2020;;;;Ameztoi Txakolina Rubentis Rose 2020.jpg;750;19.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Getaria Txakoli;Getaria Txakoli;Gorosti;Bodegas Gorosti;;Bodegas  Flysch Txakolina;;white;;;2020;;;;Bodegas Gorosti Flysch Txakolina 2020.jpg;750;12.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Region de Murcia;Jumilla;El Nido;Bodegas El Nido Winery;"The first steps of this winery began to bear fruit in late 2001 as a result of the partnership between the Gil family and Chris Ringland, one of Australia's best winemakers.The first harvest sold was the 2002 vintage under the brands of El Nido and Clio.In the 2009 campaign, we made the first harvest of Corteo, supplementing the current range of wines from Bodegas El NidoThe winery is placed in the Valley of the Aragona, 10 kilometers north of the town of Jumilla, in the ""top boundary"", so named because it is the highest altitude in the municipality.";Clio Jumilla;;red;;;2018;;;;Bodegas El Nido Clio Jumilla  2018.jpg;750;41.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Spain;Spain;Spanish Quarter;Spanish Quarter;The Spanish Quarter captures the spirit of mañana and gives time-honored traditions a modern twist by combining native Spanish grapes with international varietals. The resulting blend is both exotic and familiar - the perfect introduction to modern Spanish wine. The Spanish Quarter is ideal for dinner parties, picnics or raising a toast. Enjoy good times and good friends and put everything else off until mañana. ¡Salud!;Cabernet Tempranillo;;red;;;2017;;;;Spanish Quarter Cabernet Tempranillo 2017.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Oakville;Acre;Acre Winery;"ACRE and One Acre wines are handcrafted exclusively from organically and sustainably grown fruit from family owned vineyards in the prestigious AVA's of Oakville, Yountville and Oak Knoll. These three contiguous regions form the very heart of the Napa Valley.Blessed with such special vineyards our goal as vintners is to capture the character of the varietal, the place, the soil, and season and express these in every glass of ACRE and One Acre wine.Effort and Reward Encapsulated:""Dusty Boots, Stained Hands, Classic Wines""";Cabernet Sauvignon;;red;Cabernet Sauvignon;;2016;;;;Acre Cabernet Sauvignon 2016.jpg;750;38.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Barefoot;Barefoot;Barefoot's award-winning wines can be found in bottles bearing the fun, iconic footprint label. Barefoot offers approachable, fruit-forward varietals and blends that are food-friendly and affordably priced. Barefoot Wine has 17 offerings and is the most awarded wine in US competitions.;Hard Seltzer Variety Pack 12 - 355ml Cans;;white;;;0000;;;;Barefoot Hard Seltzer Variety Pack 12 - 355ml Cans.jpg;355;16.99;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Russian River Valley;Belle Glos;Belle Glos Wines;"Belle Glos showcases distinctive Pinot Noirs produced from California's most noteworthy coastal wine-growing regions. While each vineyard location lies near the Pacific Ocean, the climate differences are significant, varying with the amount of fog, wind, sunlight, and soil type at each site. Each Vineyard Designate is crafted to distill the purest essence of the locale into elegant expressions of California Pinot Noir. Owner/winemaker, Joe Wagner chose the name Belle Glos (pronounced ""BELL GLOSS"") to honor his grandmother, Lorna Belle Glos Wagner. Lorna was a co-founder of Caymus Vineyards, an inspirational figure to Joseph and an avid lover of Pinot Noir.";Boen Russian River Valley Pinot Noir;;red;Pinot Noir;;2019;;;;Boen Russian River Valley Pinot Noir 2019.jpg;750;21.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Beringer Brothers;Beringer Brothers Winery;150 years ago, brothers Jacob and Frederick Beringer left Germany to found a winery and distillery in Napa. Reusing their spirit barrels to age wine just seemed like good financial sense, but they quickly discovered it added a whole new level of complexity. Today, we honor Jacob and Frederick's pioneering spirit by aging Beringer Bros. wines in spirits barrels. Enjoy smooth, robust wines with flavors of vanilla, toasted hazelnuts, and caramel –a glimpse of Beringer's past.;Rye Barrel Aged Red Blend;;red;;;0000;;;;Beringer Bros Rye Barrel Aged Red Blend.jpg;750;12.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Paso Robles;Booker;Booker Vineyard;;Harvey & Harriet Red;;red;;;2018;;;;Booker Vineyard Harvey & Harriet Red 2018.jpg;750;28.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Bota Box;Bota Box Wines;"The original eco-friendly box.Nothing but good stuff inside and out: SFI-certified, printed with VOC-free inks on Kraft unbleached recycled paper containing 90% post-consumer fiber; bonded with cornstarch instead of glue and 100% recyclable. Inside, the wine bag is BPA-free; both it and the spout are Category 7 recyclables.  BOTA wines are sustainably made at our certified sustainable winery in California. BOTA reduces packaging, production and shipping cost, which means more goes toward delivering the best quality wine.We come in all shapes and sizes.Bota wines are available in three convenient, eco-friendly packages: the original 3-liter Bota Box (equivalent of four 750-ml glass wine bottles), the 500-ml Bota Mini (a tetra pack equivalent to three glasses of wine), and the new 1.5-liter Bota Brick (equivalent to two 750-ml glass wine bottles).It lasts and lasts.Sure, it's fancy but our state-of-the-art technology helps our wines last more than a month after opening. When we banish wine's enemies – light and air – we let the flavors dance on and on.Take us anywhere. No, really. No tools necessary.Thanks to our compact, portable, shatter-proof box, you can enjoy premium wine anytime, anyplace. Bota is fine to store on your countertop or in the fridge.So much value, so little time.Almost like magic, one equals four. Each Bota contains the equivalent of four 750ml bottles, approximately 20 five-ounce glasses of wine. Offering more wine and less waste than conventional packaging, Bota Box will amaze you with its sheer value.";Zinfandel;;red;Zinfandel;;0000;;;;Bota Box Zinfandel.jpg;3000;16.99;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Delta;Delta;Delta was founded in 2019 with the goal of making wines for environmental change by Matthew and Alexis Iaconis. They are one of California's hottest winemaking couples gaining critical acclaim for Brick & Mortar. The Iaconis' are here to do their part to ensure the planet continues to thrive for generations to come. With Delta, they are crafting wines for everyday enjoyment with elegance and nuance. Through delicious wine from California's classic grape varieties, Delta donates $1 of every bottle to help fight for environmental change. They donate to multiple organizations making a positive impact on the fight for environmental causes because we believe in their work. The two biggest recipients of the donations are Cool Effect, Whose focus is aimed at carbon reduction, and the Surfrider Foundation, geared towards ocean clean-up, both focusing their efforts on improving the environment for generations to come.;Cabernet Sauvignon;;red;Cabernet Sauvignon;;2017;;;;Delta Cabernet Sauvignon 2017.jpg;750;14.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Delta;Delta;Delta was founded in 2019 with the goal of making wines for environmental change by Matthew and Alexis Iaconis. They are one of California's hottest winemaking couples gaining critical acclaim for Brick & Mortar. The Iaconis' are here to do their part to ensure the planet continues to thrive for generations to come. With Delta, they are crafting wines for everyday enjoyment with elegance and nuance. Through delicious wine from California's classic grape varieties, Delta donates $1 of every bottle to help fight for environmental change. They donate to multiple organizations making a positive impact on the fight for environmental causes because we believe in their work. The two biggest recipients of the donations are Cool Effect, Whose focus is aimed at carbon reduction, and the Surfrider Foundation, geared towards ocean clean-up, both focusing their efforts on improving the environment for generations to come.;Sauvignon Blanc;;white;Sauvignon Blanc;;2018;;;;Delta Sauvignon Blanc 2018.jpg;750;12.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Sonoma County;Duckhorn;Duckhorn Vineyards;Dedicated to making wines that reflect the unique character and quality of the vineyards, Renee strives to understand the needs and opportunities presented by each specific terroir and microclimate. By approaching each vineyard block individually, Renee's goal is to harvest when the flavors have reached their peak and the tannins are at their softest. In the winery, Renee applies an artisan's approach to winemaking, blending from almost 200 distinctive lots using taste and instinct, not formula. Wines are barrel-aged separately by vineyard lot, utilizing an extensive barrel program that sources 25 different types of oak from 13 separate cooperages. The resulting wines combine accents from a comprehensive barrel program with grapes from diverse smaller appellations within the broader Napa Valley, including Howell Mountain, Carneros, Yountville, Rutherford and St. Helena. For nearly four decades, the commitment to crafting wines of distinction has remained at the heart of the Duckhorn Vineyards philosophy. As its Napa Valley estate properties continue to mature under Renee's stewardship, the winery will continue creating world-class wines from exceptional vineyards.;Decoy by Wine Company Zinfandel;;red;Zinfandel;;2019;;;;Decoy by Duckhorn Wine Company Zinfandel 2019.jpg;750;16.99;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Livermore Valley;Entwine;Entwine;;Pinot Grigio;;white;Pinot Grigio / Pinot Gris;;2019;;;;Entwine Pinot Grigio 2019.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Napa Valley;Far Niente;Far Niente;"Far Niente was founded in 1885 by John Benson, a forty-niner of the California gold rush and uncle of the famous American impressionist painter, Winslow Homer. Benson hired architect Hamden McIntyre, creator of the former Christian Brothers winery--now the Culinary Institute of America at Greystone--to design the building. Constructed against a hillside in western Oakville, Far Niente functioned as a gravity flow winery, gently moving the grapes through each stage of production.Far Niente prospered until the onset of Prohibition in 1919, when it was abandoned and left to fall into disrepair. Sixty years later, in 1979, Gil Nickel purchased the winery and adjacent vineyard and began a three-year restoration of the property, which resulted in placement on the National Register of Historical Places. During restoration, the original name, Far Niente, from an Italian phrase that romantically translated means ""without a care,"" was found carved in stone on the front of the building where it remains to this day. We felt an obligation to preserve the name with the hope that we could recapture a bygone era when life was indeed without a care.Nineteen eighty-two marked the return of winemaking to Far Niente, with the harvest of the winery's first Cabernet Sauvignon. Chardonnay was also produced at the winery for the first time that year; the 1979, '80 and '81 vintage wines were made at an offsite location. Today, the winery continues to focus on producing only the two varietal wines.";Chardonnay;;white;Chardonnay;;2018;;;;Far Niente Chardonnay 2018.jpg;1500;119.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Francis Ford Coppola;Francis Ford Coppola Winery;"""I've always been influenced by the idea of Tivoli Gardens in Copenhagen, which was the inspiration for ultimately all modern amusements parks. I remember the beautiful theater pavilions with the curtains painted with peacock feathers that had little ballet performances. At Tivoli, there were rides, but more important than the rides were the cafes and the refreshments, and just the sense of being in a children's garden, a 'pleasure garden' for all people to enjoy – which perhaps is the best phrase to describe what we're creating here. This vision was replicated at places on Coney Island, like Luna Park, and George C. Tilyou's Steeplechase Park, or Palisades Park. These were basically wonderlands, and I thought Francis Ford Coppola Winery could become such a park for the family to go and enjoy, where there are things for kids to do, so they can be close to their parents who are sampling wines and foods.I've often felt that modern life tends to separate all the ages too much. In the old days, the children lived with the parents and the grandparents, and the family unit each gave one another something very valuable. So when we began to develop the idea for this winery, we thought it should be like a resort, basically a wine wonderland, a park of pleasure where people of all ages can enjoy the best things in life – food, wine, music, dancing, games, swimming and performances of all types. A place to celebrate the love of life.""- Francis Ford Coppola";Winery Diamond Pinot Grigio;;white;Pinot Grigio / Pinot Gris;;2019;;;;Francis Ford Coppola Winery Diamond Pinot Grigio 2019.jpg;750;10.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;North Yuba;Frenchtown;Frenchtown Farms;Aaron & Cara Mockrish ended up in North Yuba County with the intention of establishing a farm, but a bottle of Clos Saron Black Pearl 2008 sent them off on an unexpected path to winemaking. Having tasted the wine, they found that the man who made it lived near to their farm, and so they made it their mission to meet him. It was there, in Oregon House, California, that they found Gideon Beinstock, his tiny home vineyard, and their future.They began learning from Gideon, everything from working in the vineyards to the winery and everything in between, and it was clear that not only was this the life for them, that this place was a singular place and the wines were unlike anything else. They managed to make a connection with Renaissance Winery (where Gideon had made his earliest, incredible wines, as well as many of the first vintages of Clos Saron), which was no longer producing their own wine, and leased their oldest producing vines.This had three immediate effects. One: Frenchtown Farms was born. Two: Clos Saron regained access to this incredible vineyard. Three: Dani Rozman from La Onda has been able to work with this site and make wonderful wines. These three wineries represent something very special: the history and the future of this incredible terroir. Now only a few vintages in, we are observing the thrilling next phase of this long overlooked region.;Cecelia Rose;;pink;;;2019;;;;Frenchtown Farms Cecelia Rose 2019.jpg;750;25.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;St Helena;Hall;Hall Winery;"At HALL Wines, we pride ourselves on being leaders in innovation, while being cognizant of our beginnings.  We take this to heart in every aspect of HALL Wines from our vineyard practices and winemaking techniques to our tasting rooms and the facilities on our properties.""Since launching HALL Wines, we have been dedicated to the preservation of the environment and bringing innovation to Napa Valley.  HALL Wines is always looking for new ways to provide support and dedication to the sustainable-living movement. We continue to reinforce our commitment to the health of the land, as well as that of the greater Napa Valley ecosystem"", notes Ambassador Kathryn Hall, HALL Wines owner and vintner.";Cabernet Sauvignon;;red;Cabernet Sauvignon;;2016;;;;Hall Winery Cabernet Sauvignon 2016 375ml.jpg;375;27.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Russian River Valley;J;J Vineyards;For nearly 30 years, J Vineyards & Winery has crafted world-class sparkling and varietal wines from select Russian River Valley and Sonoma County vineyards. Precision farming and meticulous winemaking deliver terroir-driven wines with a combination of balance, elegance and varietal expression.;Vineyards Chardonnay;;white;Chardonnay;;2018;;;;J Vineyards Chardonnay 2018.jpg;750;24.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Napa Valley;Lewis s;Lewis Cellars;In 1992 Randy and Debbie Lewis established a small family winery in Napa Valley and were later joined by their son Dennis in 1999.We are literally hands-on in every aspect of vineyard management, winemaking, sales and distribution, and we thrive on this challenge and the relationships we cultivate in the process. It is our continuing goal to create world-class wines. Our total production is approximately 9,000 cases annually of Cabernet Sauvignon, Merlot, Syrah, Chardonnay and Sauvignon BlancThe unique style of our wine begins in the vineyards. We're in the vineyards year round, walking the rows during every developmental stage: from pruning to bud break, bloom to set, and veraison to harvest. We learn more every year about each unique vineyard and strive to make better wine as a result.We source the finest fruit from Calistoga, St. Helena, Rutherford and Oak Knoll for our red varietals. Our Chardonnay comes from Oak Knoll and Russian River Valley. Each site was selected for a specific varietal character, with many of the vineyards being planted exclusively for us. We've chosen low vigor rootstocks and a selection of clones to give us balanced vines and modest yields, producing maximum flavors.;Lewis Cellars Napa Chardonnay;;white;Chardonnay;;2019;;;;Lewis Cellars Napa Chardonnay 2019.jpg;750;49.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;McManis;McManis;;Merlot;;red;Merlot;;2019;;;;McManis Merlot 2019.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Lodi;Michael & David;Michael & David Winery;"MICHAEL DAVID WINERY NAMED AMERICAN WINERY OF THE YEAR BYWINE ENTHUSIAST MAGAZINEWine Enthusiast's Annual Wine Star Awards Recognize Exceptional Individuals and Companies Across Multiple CategoriesLodi, Calif. – November 11, 2020 – Wine Enthusiast Magazine announced today that Michael David Winery has been named 2020 American Winery of the Year. Each year, Wine Enthusiast Magazine honors the individuals and companies that have made outstanding achievements in the wine and beverage world with the annual Wine Star Awards.""Michael"" and ""David"" are Michael and David Phillips, brothers whose family has farmed fruits and vegetables in the Lodi region since the 1850s, cultivating wine grapes for nearly a century. Michael and David constitute the 5th generation of grape-growers in the Phillips family, with the 6th generation now joining the family business.Today Michael David Winery has extended itself to the 6th generation of grape growers in the family, with Kevin Phillips and Melissa Phillips Stroud now joining the family business. The family continues to emphasize the importance of quality wines with unique and eye catching labels.Farming with future generations in mind, Michael David Winery has adopted some of the most progressive sustainable farming practices in the state. All 750 acres of the family's vineyards are third party certified and the state's first per ton bonus was issued for contracted growers to follow in the family's foot steps. Starting with the 2011 vintage, 100% of the Lodi grown fruit crushed at Michael David winery was certified sustainable.";Earthquake Zinfandel;;red;Zinfandel;;2018;;;;Michael and David Winery Earthquake Zinfandel 2018.jpg;750;21.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Robert Mondavi;Robert Mondavi Winery;"""Walking through To Kalon, admiring its contours and vines, smelling the richness of its soil, I knew this was a very special place. It exuded an indefinable quality I could not describe, a feeling that was almost mystical.""-- Robert MondaviRobert Mondavi established his namesake winery in 1966 with a vision to create Napa Valley wines that would stand in the company of the world's finest. He chose To Kalon Vineyard in the heart of the Napa Valley as the home for Robert Mondavi Winery. This first-growth vineyard, located in Oakville, California, is renowned for producing some of the finest Cabernet Sauvignon wines in the world, as well as for its Sauvignon Blanc grapes, from which Mr. Mondavi crafted his signature wine, Fumé Blanc.Along with To Kalon Vineyard, Robert Mondavi Winery sources grapes from some of Napa Valley's finest vineyards, including Stag's Leap (Cabernet Sauvignon and Sauvignon Blanc) and Carneros (Pinot Noir and Chardonnay).Mr. Mondavi believed that wines should reflect their origins, that they are the product of the soil, the climate, and the careful stewardship of those precious resources. He also believed in combining the newest techniques and technology with time-honored winemaking traditions.Our winemaking and vineyard teams are proud to carry on our founder's mandate to always strive higher, to pursue Robert Mondavi's goal of excellence with the same passion and innovative spirit, moving forward with programs that break barriers and open new frontiers.WLeading this initiative is Genevieve Janssens, Director of Winemaking. Genevieve, whose relationship with the winery began in 1978, was selected Winemaker of the Year by Wine Enthusiast in 2010.We are located at 7801 St. Helena Highway in the town of Oakville at the edge of the To Kalon Vineyard.";Woodbridge  Red Blend;;red;;;0000;;;;Woodbridge Robert Mondavi Red Blend.jpg;1500;9.99;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;California;Robert Mondavi;Robert Mondavi Winery;"""Walking through To Kalon, admiring its contours and vines, smelling the richness of its soil, I knew this was a very special place. It exuded an indefinable quality I could not describe, a feeling that was almost mystical.""-- Robert MondaviRobert Mondavi established his namesake winery in 1966 with a vision to create Napa Valley wines that would stand in the company of the world's finest. He chose To Kalon Vineyard in the heart of the Napa Valley as the home for Robert Mondavi Winery. This first-growth vineyard, located in Oakville, California, is renowned for producing some of the finest Cabernet Sauvignon wines in the world, as well as for its Sauvignon Blanc grapes, from which Mr. Mondavi crafted his signature wine, Fumé Blanc.Along with To Kalon Vineyard, Robert Mondavi Winery sources grapes from some of Napa Valley's finest vineyards, including Stag's Leap (Cabernet Sauvignon and Sauvignon Blanc) and Carneros (Pinot Noir and Chardonnay).Mr. Mondavi believed that wines should reflect their origins, that they are the product of the soil, the climate, and the careful stewardship of those precious resources. He also believed in combining the newest techniques and technology with time-honored winemaking traditions.Our winemaking and vineyard teams are proud to carry on our founder's mandate to always strive higher, to pursue Robert Mondavi's goal of excellence with the same passion and innovative spirit, moving forward with programs that break barriers and open new frontiers.WLeading this initiative is Genevieve Janssens, Director of Winemaking. Genevieve, whose relationship with the winery began in 1978, was selected Winemaker of the Year by Wine Enthusiast in 2010.We are located at 7801 St. Helena Highway in the town of Oakville at the edge of the To Kalon Vineyard.";Private Select Heritage Red;;red;;;2019;;;;Robert Mondavi Private Select Heritage Red 2019.jpg;750;7.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Napa Valley;Rombauer;Rombauer;When founders Koerner and Joan Rombauer moved their two children, two horses and five dogs to Napa Valley in 1972, they arrived armed with an appreciation for the intimate relationship between food and wine. Their appreciation stemmed from Koerner's great aunt Irma Rombauer having authored internationally renowned cookbook the Joy of Cooking and his ancestors originating from the winegrowing region of Rheingau, Germany, where wine is considered an essential complement to a meal.Appreciation bred passion, and Rombauer Vineyards was established in 1980. Thirty-five years later, the winery remains owned and operated by first-, second- and third-generation members of the family.;Sauvignon Blanc;;white;Sauvignon Blanc;;2020;;;;Rombauer Sauvignon Blanc 2020.jpg;750;21.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Rutherford;Round Pond;Round Pond Wines;Round Pond Estate, owned and operated today by the second generation of the MacDonnell family, is a highly sought-after and respected ultra-premium Cabernet Sauvignon producer, specializing in the creation of pure, expressive wines, artisan foods and unforgettable experiences--all from the heart of Napa Valley.The MacDonnell family has been growing some of the finest wine grapes in Napa Valley's acclaimed Rutherford region for over 40 years. Home to world-renowned American vineyards and some of the most coveted Cabernet Sauvignon fruit, Rutherford is widely recognized as one of the great viticultural regions of the world.Over the years, the MacDonnells have cultivated a nurturing and sustainable relationship with the estate vineyard making the Cabernet Sauvignon prized by the numerous esteemed wineries who buy fruit from Round Pond. To make the Round Pond Estate wines, they have combined two generations of wine growing experience with the same artisan attention to detail they have learned are essential parts of crafting world-class olive oils and red wine vinegars. The goal is simple – by remaining true to time-honored traditions they strive to bring you the best the Napa Valley has to offer.;Estate Sauvignon Blanc;;white;Sauvignon Blanc;;2019;;;;Round Pond Estate Sauvignon Blanc 2019.jpg;750;19.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;North Coast;Slingshot;Slingshot Winery;"All Slingshot wines begin with premium Napa Valley fruit, much of it harvested from our own Juliana Vineyards. The rest is sourced from other choice locations in the valley. We don't compromise when it comes to grapes because we're committed to giving our customers sophisticated, approachable wine at a great price.Consulting winemaker Stephen Test brings more than a quarter century of winemaking experience to his work at Slingshot. A graduate of the UC-Davis Master's program in Viticulture and Enology, Steve honed his skill practicing the classic, hand-crafted winemaking methods that have proven so successful with Napa Valley wines. Former director of winemaking at Merryvale Vineyards, he now manages his own Stephen Test Wines brand.Slingshot is a family effort shepherded by James Stewart, one of Napa Valley's next generation winemakers--a group of young men and women assuming central roles in legacy wine businesses. James joins his peers in focusing on issues surrounding sustainability, preservation, labor practices and maintaining family-owned businesses. Slingshot reflects his ambition to preserve a vital family enterprise and practice meaningful land stewardship--both while producing unpretentious fine wine.At Slingshot, our singular goal is to bring you a great bottle of Napa Valley wine at a reasonable price. We're not interested in perplexing you. Nor do we churn out case after case that all tastes similarly dumbed down. Wine is about enjoying the experience. It should be inviting and challenging--fun with a discernable backbone.That's what we aim for with every bottle of Slingshot. Great wine for sticking up for the little guy; even better for relaxing with friends.";North Coast Cabernet Sauvignon;;red;Cabernet Sauvignon;;2019;;;;Slingshot North Coast Cabernet Sauvignon 2019.jpg;750;16.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Sonoma Coast;St. Francis;St. Francis Winery;For more than four decades, the wines of St. Francis Winery & Vineyards have reflected the finest mountain and valley vineyards in Sonoma County. Our founder, Joe Martin, fell in love with Sonoma Valley and established St. Francis Vineyard in 1971, planting 22 acres of Chardonnay and the first 60 acres of Merlot in Sonoma Valley. After achieving great success as a grower, Joe opened his own winery in 1979 with his business partner Lloyd Canton.Our first winemaker, Tom Mackey, joined St. Francis in 1983 and was renowned for elevating both the quality and style of Sonoma Merlot as an ultra-premium, stand-alone varietal. He also cultivated an in-depth understanding of every Sonoma appellation, enabling us to acquire and develop new vineyards and expand our wine portfolio.In 1988 St. Francis partnered with the Kopf family, long admired for their historic family legacy in the wine and spirits industry and a commitment to quality. That legacy began in 1933 upon the repeal of prohibition when Rudy Kopf founded the wine and spirits department of Macy's Department Store in New York, turning it into what was then one of the finest wine and spirits retailers in the country. He later established his own wine and spirits company, now owned by his three daughters.Today, a new generation of winemakers, Katie Madigan and Chris Louton, continues our long tradition of luscious, elegant, fruit-driven wines from Sonoma County grapes.  We farm more than 400 acres of Certified Sustainable estate vineyards in Sonoma Valley and Russian River Valley, each with varying compositions of loam, clay and volcanic soils. We also nurture long-term relationships with top Sonoma County grape growers, giving the Winery access to some of the region's most coveted old vines Zinfandel and other varietals from acclaimed vineyards.;Cabernet Sauvignon;;red;Cabernet Sauvignon;;2018;;;;St. Francis Winery Cabernet Sauvignon 2018.jpg;750;15.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Alexander Valley;The Calling;The Calling;When Jim Nantz and Peter Deutsch met, they discovered they had both found success by pursuing a calling in life. For Jim, that calling was to unlock the voice within, eventually calling the greatest sporting events of his generation. For Peter, it was transforming a small family business into one of the most prestigious wine companies in the world. Inspired by their mentor fathers and guided by their common values, the two found a new calling: a partnership to produce hand-crafted wines that bear the standard of excellence and style that are the hallmarks of these two men.;Cabernet Sauvignon;;red;Cabernet Sauvignon;;2017;;;;The Calling Cabernet Sauvignon 2017.jpg;750;27.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Russian River Valley;The Calling;The Calling;When Jim Nantz and Peter Deutsch met, they discovered they had both found success by pursuing a calling in life. For Jim, that calling was to unlock the voice within, eventually calling the greatest sporting events of his generation. For Peter, it was transforming a small family business into one of the most prestigious wine companies in the world. Inspired by their mentor fathers and guided by their common values, the two found a new calling: a partnership to produce hand-crafted wines that bear the standard of excellence and style that are the hallmarks of these two men.;Russian River Pinot Noir;;red;Pinot Noir;;2018;;;;The Calling Russian River Pinot Noir 2018.jpg;750;27.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
